0.92	0.11	2.50	1.03	0.75	1.07	1.01	0.94	0.89	0.89	
0.89	0.91	1.09	0.94	0.78	1.10	0.93	1.13	0.83	1.01	
1.10	1.13	0.95	0.92	0.93	0.96	0.96	1.57	0.79	0.95	
0.98	2.54	4.50	0.90	0.93	0.90	0.91	0.94	0.94	0.95	
0.98	4.50	0.73	1.00	0.97	0.94	0.89	0.94	0.92	0.94	
1.14	0.74	4.50	0.77	0.94	0.82	0.90	0.98	0.95	0.94	
1.12	2.54	0.72	0.78	0.93	0.89	0.91	1.55	0.81	0.96	
1.10	2.59	0.95	0.76	0.96	0.90	1.56	1.56	0.79	0.93	
1.10	1.13	4.50	0.77	0.94	0.91	0.96	1.57	0.79	0.96	
1.10	4.50	0.72	0.75	0.95	0.91	0.94	1.56	0.80	0.97	
1.11	0.74	4.50	0.76	0.96	0.82	0.94	1.55	0.81	0.97	
1.11	1.14	0.71	0.76	0.78	0.81	0.96	1.56	0.80	0.98	
1.11	4.50	4.50	0.76	0.78	0.87	0.97	1.56	0.79	0.94	
1.11	0.74	0.73	0.76	0.77	0.94	0.98	1.55	0.80	0.96	
1.13	4.50	1.16	0.75	0.95	0.95	0.92	1.55	0.81	0.96	
1.12	0.74	4.50	0.76	0.81	0.85	0.97	1.56	0.80	0.96	
1.10	4.50	0.71	0.76	0.93	0.85	0.98	1.56	0.79	1.54	
1.09	0.73	1.04	0.75	0.79	0.83	0.96	1.59	0.77	1.58	
1.10	2.54	1.24	0.76	0.77	0.84	0.93	1.55	0.81	1.53	
1.10	2.54	4.50	0.77	0.93	0.85	0.94	1.55	0.80	1.54	
1.09	4.50	0.72	0.77	0.95	0.82	0.95	1.55	0.80	1.54	
1.10	0.74	4.50	0.90	0.95	0.83	0.96	1.54	0.81	1.54	
1.10	1.13	0.72	0.77	0.77	0.81	0.94	1.55	0.80	1.53	
1.10	4.50	1.14	0.76	0.93	0.82	0.94	1.56	0.79	0.99	
1.10	1.23	1.11	0.76	0.94	0.86	0.96	1.56	0.80	0.98	
1.09	4.50	1.16	0.89	0.93	0.89	0.95	1.56	0.79	1.54	
1.09	0.73	1.13	0.76	0.92	0.94	0.96	1.56	0.78	1.55	
1.09	2.43	4.50	0.76	0.93	0.90	0.97	1.56	0.79	1.54	
1.11	2.56	0.71	0.88	0.72	0.70	0.95	1.57	0.78	1.55	
1.12	2.43	4.50	0.77	0.91	0.73	0.94	1.58	0.78	1.55	
1.12	2.55	0.72	0.74	0.92	0.72	0.94	1.56	0.79	1.55	
1.12	2.56	2.46	0.75	0.91	0.72	0.95	1.56	0.79	1.54	
1.10	2.46	1.25	0.76	0.93	0.91	0.96	1.56	0.78	1.56	
1.11	2.53	2.42	0.87	0.92	0.92	0.96	1.55	0.79	1.54	
1.10	1.19	1.24	0.89	0.92	0.96	0.96	1.56	0.79	1.55	
1.12	2.43	1.25	0.75	0.91	0.90	0.95	1.55	0.79	1.54	
1.11	2.43	4.50	0.74	0.72	0.91	0.93	1.56	0.78	1.55	
1.12	1.13	0.71	0.75	0.80	0.94	0.96	1.56	0.78	1.55	
1.11	2.53	4.50	0.74	0.92	0.93	0.92	1.56	0.80	1.53	
1.11	1.19	0.72	0.74	0.71	0.91	0.95	1.56	0.79	1.54	
1.11	2.46	4.50	0.75	0.72	0.73	0.93	1.55	0.80	1.54	
1.12	2.46	0.71	0.76	0.94	1.00	0.90	1.55	0.82	1.52	
1.12	4.50	4.50	0.75	0.91	0.73	0.97	1.56	0.80	1.53	
1.11	0.94	0.71	0.74	0.92	0.72	0.89	1.58	0.78	1.56	
1.11	1.16	4.50	0.96	0.71	0.93	0.98	1.57	0.80	1.54	
1.11	1.16	0.71	0.97	0.95	0.99	0.89	1.57	0.78	1.57	
